7	15	6	1.872	-2.234
7	14	7	-3.121	0.414
7	16	15	-4.083	2.136
7	13	10	-1.877	3.261
7	12	5	0.1179	2.658
7	9	31	-2.509	6.131
7	10	60	0.8801	9.174
7	11	94	0.1514	11.53
8	1	244	17.78	-5.418
8	7	189	15.87	-3.96
8	6	121	12.01	-5.212
8	3	100	11.45	-3.24
8	4	134	13.52	-2.645
8	2	113	12.63	-0.751
8	8	168	15.33	-1.704
8	5	202	16.90	-0.476
8	12	13	1.649	3.96
8	10	26	1.075	5.971
8	9	18	-0.8641	4.974
8	11	39	-0.2837	7.425
8	13	52	-2.161	8.303
8	15	73	-1.224	10.09
8	14	81	2.436	10.43
8	16	102	4.27	11.23
9	7	130	-13.56	0.246
9	1	109	-12.34	-1.434
9	6	143	-13.95	-2.802
9	8	164	-15.21	-0.981
9	4	177	-15.21	-4.386
9	2	253	-18.84	-1.807
9	5	240	-18.30	2.22
9	3	96	-11.60	1.172
9	16	206	-16.73	3.448
9	11	133	-8.15	11.04
9	14	167	-10.12	11.58
9	9	146	-10.82	9.463
9	12	180	-12.84	9.481
9	10	201	-12.11	11.74
9	15	222	-10.97	13.93
9	13	188	-9.004	13.6
10	5	51	-3.977	-7.509
10	4	80	-8.785	-6.006
10	3	67	-9.032	-3.643
10	1	46	-7.014	-3.99
10	2	25	-4.732	-3.605
10	7	198	-16.56	-2.451
10	6	219	-17.61	-0.231
10	8	185	-16.14	1.123
10	12	112	-8.764	9.042
10	10	235	-14.10	11.57
10	9	256	-12.97	13.93
10	11	243	-9.43	15.97
10	15	33	-6.528	-2.025
10	13	54	-8.622	-1.453
10	14	75	-10.30	-0.342
10	16	83	-10.30	3.379
11	5	38	-4.744	-5.594
11	4	72	-5.874	-7.912
11	8	93	-7.861	-8.358
11	3	59	-6.789	-6.119
11	6	12	-3.738	-1.736
11	7	17	-2.646	-4.131
11	1	214	-14.81	9.148
11	2	159	-13.15	7.221
11	9	20	-5.302	-0.449
11	11	41	-7.609	0.376
11	14	88	-10.82	-2.756
11	12	117	-12.52	2.99
11	10	62	-9.212	1.707
11	13	28	-6.075	1.653
11	16	70	-8.572	5.061
11	15	78	-6.667	8.123
12	8	104	-10.92	5.287
12	7	138	-13.04	5.032
12	3	151	-14.45	2.213
12	2	172	-14.97	4.399
12	4	227	-16.92	5.928
12	5	193	-15.10	6.734
12	1	248	-16.70	8.501
12	6	125	-11.09	7.342
12	13	44	-4.487	6.493
12	10	23	-3.842	4.219
12	15	36	-5.827	4.124
12	11	57	-6.574	6.121
12	14	91	-8.916	7.023
12	9	99	-6.222	10.07
12	12	65	-4.352	8.549
12	16	86	-3.649	10.41
13	11	247	6.558	-17.51
13	15	234	2.574	-18.02
13	10	255	0.1537	-19
13	14	221	-1.316	-17.64
13	9	200	0.9984	-16.8
13	12	166	-0.3551	-15.33
13	13	111	0.3527	-12.53
13	16	49	-7.673	3.24
13	8	170	3.055	15.21
13	3	149	0.9351	14.49
13	4	128	-0.9336	13.43
13	5	183	-0.2913	16.09
13	6	217	-1.761	17.44
13	1	238	0.6089	18.35
13	7	204	1.962	16.88
13	2	225	4.407	17.29
14	15	213	4.727	-16.71
14	16	132	-1.442	-13.59
14	11	242	-3.827	-18.11
14	13	208	-4.92	-16.44
14	12	174	-5.724	-14.61
14	14	140	-6.198	-12.64
14	10	85	-4.318	-10.08
14	9	119	-4.108	-12.31
14	8	162	-2.292	14.97
14	3	107	-2.484	12.05
14	6	120	-5.31	11.9
14	4	154	-7.106	12.94
14	5	230	-5.625	17.15
14	7	251	-3.433	18.54
14	2	136	3.845	13.33
14	1	115	1.868	12.62
15	10	79	10.47	-1.496
15	9	32	6.087	-2.872
15	11	16	4.60	1.222
15	6	179	3.057	-15.62
15	7	64	-2.546	-9.172
15	5	9	-0.7769	-3.484
15	8	14	1.514	-4.186
15	12	35	1.49	-6.88
15	15	153	-3.491	-14.3
15	13	187	-2.544	-16.07
15	16	229	-7.417	-16.41
15	14	98	-2.204	-11.57
15	1	141	-3.982	13.56
15	4	175	-5.667	14.68
15	2	209	-7.495	15.48
15	3	196	-3.87	16.2
16	12	45	7.781	-1.776
16	16	11	3.762	-1.192
16	9	24	5.805	-0.528
16	10	29	5.695	2.936
16	13	37	7.18	0.908
16	14	58	9.061	-0.073
16	11	71	9.809	2.073
16	15	92	11.38	0.849
16	8	145	1.582	-14.24
16	4	69	2.881	-9.454
16	3	90	1.82	-11.14
16	5	56	0.7067	-8.876
16	6	77	-0.5674	-10.43
16	7	43	-1.065	-7.729
16	1	30	-2.255	-6.115
16	2	22	-0.01713	-5.581
